SeriesName,SeriesCode,CountryName,CountryCode,2005[YR2005],2006[YR2006],2007[YR2007],2008[YR2008],2009[YR2009],2010[YR2010],2011[YR2011],2012[YR2012],2013[YR2013],2014[YR2014],2015[YR2015],2016[YR2016],2017[YR2017],2018[YR2018],2019[YR2019],2020[YR2020]
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Vietnam,VNM,NULL,NULL,NULL,NULL,93.5204467773438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.7538681030273,NULL
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Liberia,LBR,NULL,NULL,42.9410781860352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48.3013610839844,NULL,NULL,NULL
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Africa,ZAF,NULL,NULL,88.7172470092773,NULL,92.8948593139648,92.8773193359375,93.1021423339844,93.7294692993164,NULL,94.1399002075195,94.367919921875,NULL,87.0466690063477,NULL,95.0229721069336,NULL
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,China,CHN,NULL,NULL,NULL,NULL,NULL,3.75464010238647,3.52196002006531,4.07742977142334,3.85250997543335,3.72663998603821,3.82487010955811,3.79362010955811,3.66744995117188,3.54249000549316,NULL,NULL
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Canada,CAN,4.76588010787964,NULL,4.7664098739624,4.62612009048462,4.84057998657227,5.356369972229,5.26205015182495,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mexico,MEX,4.84568977355957,4.69992017745972,4.69050979614258,4.82006978988647,5.18794012069702,5.15922021865845,5.10564994812012,5.10309982299805,4.69605016708374,5.25747013092041,5.22942018508911,4.90681982040405,4.51821994781494,4.25442981719971,NULL,NULL
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mozambique,MOZ,4.00578022003174,3.87146997451782,NULL,NULL,NULL,5.95292997360229,6.26040983200073,5.67216014862061,6.1153302192688,6.87632989883423,6.01082992553711,5.86503982543945,5.50555992126465,5.45218992233276,6.22999000549316,NULL
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,India,IND,3.18875002861023,3.14284992218018,NULL,NULL,3.27824997901917,3.377690076828,3.79618000984192,3.8675000667572,3.84467005729675,NULL,3.28572988510132,3.45097994804382,NULL,NULL,NULL,NULL
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,United States,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Vietnam,VNM,NULL,NULL,NULL,4.88674020767212,4.81650018692017,5.13721990585327,4.81372022628784,5.53328990936279,5.65199995040894,NULL,4.46576023101807,4.34481000900269,4.08553981781006,4.16744995117188,4.06197023391724,NULL
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Liberia,LBR,NULL,NULL,NULL,1.70166003704071,NULL,NULL,NULL,1.77711999416351,1.73466002941132,2.27909994125366,2.1708300113678,2.14812994003296,2.76128005981445,2.58412003517151,2.27039003372192,2.30928993225098
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,South Africa,ZAF,5.06319999694824,5.07256984710693,4.97414016723633,4.86600017547607,5.24869012832642,5.72173976898193,5.88102006912231,6.07742023468018,5.86465978622437,5.99946022033691,5.95619010925293,5.94285011291504,6.11305999755859,6.15898990631104,6.50505018234253,6.83613014221191
"School enrollment, primary (% gross)",SE.PRM.ENRR,China,CHN,NULL,100.993278503418,100.707046508789,100.74243927002,100.006103515625,98.9642181396484,99.0470199584961,99.7910995483398,99.5645980834961,95.7964324951172,96.318603515625,97.9619216918945,99.4048080444336,100.222747802734,101.925720214844,103.173957824707
"School enrollment, primary (% gross)",SE.PRM.ENRR,Canada,CAN,97.3645706176758,98.8806304931641,98.9664764404297,98.013313293457,99.0087966918945,98.6416015625,98.1893692016602,99.5182800292969,100.340713500977,101.536659240723,102.485076904297,101.023872375488,100.94367980957,101.501091003418,100.989753723145,NULL
"School enrollment, primary (% gross)",SE.PRM.ENRR,Mexico,MEX,108.60083770752,108.174766540527,108.799713134766,109.424423217773,110.545280456543,110.633491516113,110.540756225586,110.413452148438,109.441482543945,108.005752563477,106.606109619141,106.277732849121,105.770011901855,105.02806854248,104.655822753906,NULL
"School enrollment, primary (% gross)",SE.PRM.ENRR,Mozambique,MOZ,100.371620178223,102.430732727051,108.182220458984,112.051933288574,111.904968261719,112.532577514648,108.219741821289,106.901786804199,107.855392456055,107.598022460938,108.62914276123,108.646560668945,107.813247680664,112.60498046875,116.381141662598,118.419631958008
"School enrollment, primary (% gross)",SE.PRM.ENRR,India,IND,NULL,NULL,110.020118713379,110.697380065918,109.451072692871,109.101371765137,108.323356628418,109.761299133301,110.583312988281,107.864410400391,108.485229492188,114.53832244873,112.957862854004,NULL,96.8286819458008,99.9004592895508
"School enrollment, primary (% gross)",SE.PRM.ENRR,United States,USA,101.8740234375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.455436706543,99.6733779907227,100.299911499023,101.362861633301,101.821441650391,101.256561279297,100.981300354004,NULL
"School enrollment, primary (% gross)",SE.PRM.ENRR,Vietnam,VNM,97.7213516235352,98.1253128051758,99.7887420654297,101.658752441406,102.321250915527,105.709167480469,107.193717956543,107.754402160645,108.41089630127,110.329627990723,109.886993408203,111.204917907715,109.150833129883,110.59481048584,115.435173034668,117.157173156738
"School enrollment, primary (% gross)",SE.PRM.ENRR,Liberia,LBR,NULL,95.1388320922852,NULL,95.8092422485352,102.363586425781,NULL,105.121139526367,NULL,NULL,97.422492980957,95.3327102661133,89.4702072143555,85.1091918945313,NULL,NULL,NULL
"School enrollment, primary (% gross)",SE.PRM.ENRR,South Africa,ZAF,105.948272705078,106.250091552734,108.024749755859,107.526397705078,106.341697692871,104.729377746582,103.418388366699,103.229202270508,102.670402526855,102.704963684082,105.570388793945,103.184959411621,100.864730834961,98.5389022827148,98.3744735717773,NULL
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,China,CHN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Canada,CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Mexico,MEX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Mozambique,MOZ,71.27924,75.39822,80.40001,83.94941,85.455,86.69391,84.73091,85.02275,86.15052,87.33514,88.76509,88.72956,88.22894,92.4766,NULL,NULL
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,India,IND,NULL,NULL,90.92672,91.95885,92.31843,92.35823,92.04912,92.43548,93.02689,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,United States,USA,95.41847,NULL,NULL,NULL,NULL,93.51886,93.06796,92.63905,92.74006,93.57871,94.31605,94.85693,94.57828,NULL,NULL,NULL
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Vietnam,VNM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,Liberia,LBR,NULL,36.13472,NULL,42.36552,NULL,NULL,NULL,NULL,NULL,37.33524,NULL,NULL,44.40058,NULL,NULL,NULL
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,South Africa,ZAF,88.85118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.70383,NULL,NULL,NULL
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,China,CHN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Canada,CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Mexico,MEX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Mozambique,MOZ,79.46531,83.07627,88.07823,91.26105,91.73927,92.99847,90.26196,90.46839,91.63922,92.49993,94.27246,92.80647,91.51815,95.37994,NULL,NULL
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,India,IND,NULL,NULL,91.30154,89.90597,89.17164,89.70653,88.87882,90.80182,91.57047,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,United States,USA,94.16765,NULL,NULL,NULL,NULL,93.23588,91.84373,92.94052,92.87408,92.897,93.49589,95.28074,94.6724,NULL,NULL,NULL
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Vietnam,VNM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Liberia,LBR,NULL,36.03864,NULL,45.17725,NULL,NULL,NULL,NULL,NULL,39.40625,NULL,NULL,44.11589,NULL,NULL,NULL
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,South Africa,ZAF,88.44383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.31522,NULL,NULL,NULL
"School enrollment, secondary (% gross)",SE.SEC.ENRR,China,CHN,NULL,71.3284530639648,76.7876586914063,81.7128372192383,85.4514083862305,88.1734008789063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Canada,CAN,101.391189575195,101.728248596191,101.90348815918,102.344436645508,102.734443664551,102.398483276367,103.348960876465,109.987487792969,109.485992431641,109.333099365234,110.35652923584,112.514282226563,113.76286315918,114.123512268066,114.333267211914,NULL
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mexico,MEX,82.3040771484375,84.0856018066406,84.9070510864258,86.4275283813477,85.9380111694336,87.0699234008789,88.1901779174805,90.6671981811523,93.3275527954102,97.3433837890625,100.832740783691,102.40406036377,104.385032653809,105.103363037109,104.647239685059,NULL
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mozambique,MOZ,13.4446897506714,15.7259302139282,18.4080696105957,20.5702209472656,23.2437705993652,25.2264099121094,25.9967308044434,25.5067901611328,34.0909004211426,33.3790016174316,33.5693893432617,NULL,35.4067192077637,NULL,NULL,NULL
"School enrollment, secondary (% gross)",SE.SEC.ENRR,India,IND,53.9690589904785,54.8829383850098,57.2758712768555,60.3564910888672,59.6136512756348,63.1161994934082,66.2507019042969,69.0128326416016,68.7591171264648,74.1415328979492,73.8656311035156,75.091796875,73.4768829345703,74.379508972168,73.79296875,75.4811935424805
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United States,USA,95.0524826049805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.1864929199219,96.9245376586914,97.6525497436523,98.7699279785156,98.9523391723633,99.2755813598633,100.063430786133,NULL
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Vietnam,VNM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Liberia,LBR,NULL,NULL,NULL,NULL,NULL,NULL,46.3552589416504,NULL,NULL,38.57373046875,37.9034996032715,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary (% gross)",SE.SEC.ENRR,South Africa,ZAF,87.3967132568359,90.6488265991211,92.3353729248047,90.8973999023438,92.5119018554688,93.7371978759766,96.1824569702148,98.8268585205078,NULL,107.804122924805,109.444076538086,107.176948547363,104.697982788086,100.511169433594,102.556663513184,NULL
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,China,CHN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Canada,CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.93075,91.36203,90.68651,92.51468,99.69423,100,NULL,NULL,NULL
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Mexico,MEX,67.17648,68.68108,70.21508,71.19059,71.4186,71.64942,72.06915,72.97666,76.69695,78.65028,81.00084,82.32134,82.50117,NULL,NULL,NULL
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Mozambique,MOZ,6.19617,8.01473,9.48448,11.10996,13.5091,14.97363,16.36,16.93053,19.352,19.86617,19.3244,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,India,IND,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.40373,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,United States,USA,90.70646,NULL,NULL,NULL,NULL,89.18024,90.47964,90.32571,90.09343,91.08553,92.66306,92.17723,93.03496,NULL,NULL,NULL
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Vietnam,VNM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Liberia,LBR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.34193,14.61057,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,South Africa,ZAF,69.10643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.8737,NULL,78.52272,NULL,NULL,NULL
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,China,CHN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Canada,CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.3454,91.55575,91.20447,92.31806,98.97111,99.62981,NULL,NULL,NULL
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Mexico,MEX,66.17629,66.99611,67.66535,68.04242,67.98211,68.55751,69.27626,70.70398,74.46837,76.69764,79.07405,80.15272,79.84907,NULL,NULL,NULL
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Mozambique,MOZ,7.96448,9.92302,11.69815,13.34227,15.66697,16.98501,17.78469,17.9889,20.45359,20.58412,19.23149,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,India,IND,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60.94448,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,United States,USA,88.05048,NULL,NULL,NULL,NULL,87.62882,89.06161,88.32107,88.8673,88.70675,89.93936,92.18887,91.88962,NULL,NULL,NULL
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Vietnam,VNM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Liberia,LBR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.54192,16.74498,NULL,NULL,NULL,NULL,NULL
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,South Africa,ZAF,63.2598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.20397,NULL,65.42324,NULL,NULL,NULL
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,China,CHN,NULL,91.8222732543945,93.6427536010742,99.7163467407227,98.8539276123047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Canada,CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Mexico,MEX,99.6275405883789,100.1787109375,101.396469116211,100.884307861328,99.7133178710938,100.020286560059,100.155639648438,105.429573059082,108.938812255859,110.251930236816,104.805809020996,103.924026489258,103.883277893066,101.897537231445,101.713859558105,NULL
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Mozambique,MOZ,49.5656089782715,48.7002983093262,52.4820899963379,65.742057800293,61.6543006896973,64.4810562133789,59.8793182373047,56.3985214233398,53.4348106384277,52.1871795654297,52.1852989196777,NULL,50.2493896484375,55.1837882995605,58.1791191101074,61.3497886657715
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,India,IND,NULL,NULL,NULL,94.074592590332,94.6190185546875,NULL,92.0190505981445,NULL,93.426872253418,95.0636901855469,95.2926712036133,94.1924896240234,92.6502914428711,NULL,90.2147674560547,93.1959686279297
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,United States,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.429466247559,104.510192871094,97.7526397705078,NULL
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Vietnam,VNM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.6100692749023,104.737457275391,104.804870605469,105.112251281738,NULL,108.637367248535,NULL,NULL
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Liberia,LBR,NULL,72.2957077026367,NULL,67.9871063232422,67.8507385253906,NULL,72.5112228393555,NULL,NULL,64.9160537719727,NULL,NULL,63.0615997314453,NULL,NULL,NULL
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,South Africa,ZAF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.1008682250977,86.4542465209961,NULL,88.5940399169922,90.7839508056641,NULL
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,China,CHN,NULL,91.6324234008789,93.3478927612305,99.2769393920898,98.2946319580078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Canada,CAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mexico,MEX,100.573638916016,100.888198852539,101.960693359375,101.29035949707,99.8245162963867,100.239387512207,100.197532653809,106.011009216309,109.42504119873,110.508842468262,104.909820556641,103.969390869141,104.097839355469,102.255889892578,102.465538024902,NULL
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mozambique,MOZ,41.8289184570313,41.263801574707,45.4418983459473,58.1326293945313,55.2690582275391,58.9948501586914,54.8782501220703,52.044059753418,49.5456314086914,48.8089981079102,48.9531784057617,NULL,47.1429100036621,51.9876403808594,54.7286911010742,58.1840209960938
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,India,IND,NULL,NULL,NULL,94.7575836181641,95.7462921142578,NULL,92.7633590698242,NULL,96.2008895874023,97.5711212158203,97.7113189697266,96.2306976318359,94.3737487792969,NULL,91.661491394043,94.5591278076172
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,United States,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98.8321990966797,100.092697143555,100.489051818848,NULL
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Vietnam,VNM,93.7576904296875,97.4443435668945,NULL,NULL,NULL,NULL,103.22785949707,102.639686584473,100.016586303711,107.182876586914,105.164459228516,105.963989257813,NULL,110.021209716797,NULL,NULL
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Liberia,LBR,NULL,66.6262588500977,NULL,62.9172210693359,62.0882301330566,NULL,66.8497772216797,NULL,NULL,60.0097312927246,NULL,NULL,60.595401763916,NULL,NULL,NULL
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,South Africa,ZAF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.1104888916016,87.2553329467773,NULL,90.3444976806641,91.9994888305664,NULL
