Country Name,Country Code,Series Name,Series Code,Scale (Precision),1990 [YR1990],2000 [YR2000],2010 [YR2010],2020 [YR2020]
Vietnam,VNM,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),40.7,26.7,11.7,13.4
Vietnam,VNM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),88,97,98,
Vietnam,VNM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),,100,,
Vietnam,VNM,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),105.2,109.5,105.7,117.2
Vietnam,VNM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),35,,,
Vietnam,VNM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),,,,
Vietnam,VNM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.1,0.3,0.4,0.3
Vietnam,VNM,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),93.8,117.8,133.9,146.4
Vietnam,VNM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),,,,2.9
Vietnam,VNM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),15.5,21.1,22.8,22.8
Vietnam,VNM,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),4.0,3.4,3.2,2.8
Vietnam,VNM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),263,360,670,
Vietnam,VNM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),0.27,0.63,1.70,
Vietnam,VNM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),95,287,1022,
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),6.47,31.17,115.93,271.16
Vietnam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),5.1,6.8,6.4,2.9
Vietnam,VNM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),42.1,3.4,12.1,1.3
Vietnam,VNM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),39,25,18,15
Vietnam,VNM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),23,37,32,34
Vietnam,VNM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),36,54,72,106
Vietnam,VNM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),45,57,80,103
Vietnam,VNM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),13,30,36,27
Vietnam,VNM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,,,
Vietnam,VNM,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,,,
Vietnam,VNM,Time required to start a business (days),IC.REG.DURS,Unit (0),,,36,
Vietnam,VNM,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),,,,
Vietnam,VNM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,,,
Vietnam,VNM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),7.9,2.1,2.3,2.3
Vietnam,VNM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,1.0,126.8,142.7
Vietnam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,0.3,30.7,70.3
Vietnam,VNM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),,,13,42
Vietnam,VNM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,Unit (0),,,64,74
Vietnam,VNM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),80,97,135,201
Vietnam,VNM,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),,100,127,137
Vietnam,VNM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),23270,12841,44940,125045
Vietnam,VNM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),,7.5,2.3,5.6
Vietnam,VNM,Net migration,SM.POP.NETM,Thousands (0),,,,
Vietnam,VNM,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),,1340,8260,17200
Vietnam,VNM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),180,1298,8000,15800
Vietnam,VNM,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),180.6,1485.3,2769.9,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: WDI Central,,,,,,,,
Last Updated: 02/15/2022,,,,,,,,
