Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,0.429,0.478702425956726,..,0.48725688457489
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,0.657,0.640095114707947,..,0.646641552448273
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,South Africa,ZAF,..,..,..,..,..,0.417664229869842,..,..,..,..,..,..,0.362,0.402945220470429,..,0.406087726354599
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,0.314,0.312901794910431,..,0.314354330301285
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Canada,CAN,6.46600008010864,6.09200000762939,5.65299987792969,5.65199995040894,7.00500011444092,7.24300003051758,7.00899982452393,6.81699991226196,6.59700012207031,6.38899993896484,6.29199981689453,6.24100017547607,5.85099983215332,5.48899984359741,5.25,9.38599967956543
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Mexico,MEX,3.90899991989136,3.89000010490417,4,4.02899980545044,5.35400009155273,5.17999982833862,5.13199996948242,4.88399982452393,4.9539999961853,4.84800004959106,4.44700002670288,3.91000008583069,3.60199999809265,3.42899990081787,3.51699995994568,4.09700012207031
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,United States,USA,5.09600019454956,4.625,4.49599981307983,5.41400003433228,8.05900001525879,8.60999965667725,8.46100044250488,7.88700008392334,7.06899976730347,6.06199979782104,5.17799997329712,4.78900003433228,4.31199979782104,3.84100008010864,3.61100006103516,8.34500026702881
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Vietnam,VNM,2.26300001144409,2.12299990653992,1.932000041008,1.79499995708466,1.5789999961853,1.07400000095367,0.901000022888184,0.930999994277954,1.14300000667572,1.10899996757507,1.70899999141693,1.69900000095367,1.69799995422363,1.02900004386902,2.00799989700317,2.81900000572205
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,India,IND,5.93900012969971,5.90399980545044,5.85200023651123,5.68100023269653,5.77199983596802,5.74599981307983,5.61100006103516,5.57100009918213,5.5479998588562,5.52600002288818,5.49100017547607,5.44700002670288,5.35699987411499,5.2979998588562,4.93200016021729,5.50699996948242
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,China,CHN,3.92199993133545,3.84299993515015,3.77300000190735,3.98000001907349,4.09100008010864,3.92600011825562,3.94400000572205,3.96199989318848,3.98000001907349,3.99799990653992,4.01599979400635,3.9300000667572,3.8529999256134,3.71499991416931,3.92400002479553,4.33799982070923
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,South Africa,ZAF,36.4389991760254,35.8440017700195,33.0880012512207,25.8190002441406,25.5769996643066,27.0200004577637,27.2360000610352,27.0939998626709,26.5480003356934,27.0429992675781,27.5480003356934,29.0130004882813,29.2830009460449,29.0709991455078,30.5139999389648,31.0359992980957
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Mozambique,MOZ,2.45900011062622,2.56200003623962,2.68400001525879,2.80399990081787,2.92799997329712,3.04800009727478,3.16700005531311,3.29200005531311,3.42000007629395,3.54500007629395,3.67899990081787,3.70099997520447,3.70900011062622,3.71799993515015,3.73099994659424,4.08900022506714
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Liberia,LBR,2.25799989700317,2.26200008392334,2.26799988746643,2.27900004386902,2.28900003433228,2.29699993133545,2.16499996185303,2.03699994087219,1.90699994564056,1.7849999666214,1.78600001335144,2.33200001716614,2.33500003814697,2.34500002861023,2.35800004005432,3.21600008010864
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Canada,CAN,7.01700019836426,6.52199983596802,6.38399982452393,6.57200002670288,9.53299999237061,8.79399967193604,7.95900011062622,7.71600008010864,7.49700021743774,7.37799978256226,7.46199989318848,7.68100023269653,6.7810001373291,6.13899993896484,6.03000020980835,9.52600002288818
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Mexico,MEX,3.36800003051758,3.38899993896484,3.41899991035461,3.77900004386902,5.36399984359741,5.36999988555908,5.19199991226196,4.89400005340576,4.88399982452393,4.78800010681152,4.22800016403198,3.82999992370605,3.31200003623962,3.18899989128113,3.45700001716614,4.66699981689453
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,United States,USA,5.06599998474121,4.61499977111816,4.72499990463257,6.09299993515015,10.2760000228882,10.5080003738403,9.37100028991699,8.22700023651123,7.62799978256226,6.26200008392334,5.36700010299683,4.93900012969971,4.40199995040894,3.95099997520447,3.72099995613098,7.7960000038147
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Vietnam,VNM,1.93700003623962,2.05200004577637,2.12199997901917,2.04999995231628,1.88900005817413,1.14300000667572,1.09099996089935,1.12100005149841,1.48399996757507,1.39900004863739,1.97899997234344,1.9889999628067,2.02699995040894,1.27799999713898,2.06800007820129,2.00200009346008
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,India,IND,5.49399995803833,5.49499988555908,5.47700023651123,5.32600021362305,5.47100019454956,5.48400020599365,5.3730001449585,5.37099981307983,5.3899998664856,5.41200017929077,5.42000007629395,5.41699981689453,5.35900020599365,5.33799982070923,5.36100006103516,8.61900043487549
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,China,CHN,5,4.90000009536743,4.80999994277954,5.07399988174438,5.21700000762939,5.00500011444092,5.02799987792969,5.05100011825562,5.07399988174438,5.09700012207031,5.11999988555908,5.01100015640259,4.91300010681152,4.73699998855591,5.00400018692017,5.5310001373291
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,South Africa,ZAF,23.5209999084473,22.5510005950928,21.4570007324219,19.7509994506836,21.9220008850098,22.8740005493164,22.5979995727539,22.8780002593994,22.9740009307861,23.1700000762939,23.2240009307861,24.5580005645752,25.2199993133545,25.1480007171631,26.80299949646,27.753999710083
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Mozambique,MOZ,3.67799997329712,3.6029999256134,3.55699992179871,3.50799989700317,3.46199989318848,3.41000008583069,3.35400009155273,3.3050000667572,3.25600004196167,3.2039999961853,3.15700006484985,3.17000007629395,3.16899991035461,3.16899991035461,3.17400002479553,3.50399994850159
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Liberia,LBR,2.12299990653992,2.14299988746643,2.16499996185303,2.19300007820129,2.22099995613098,2.24600005149841,2.26500010490417,2.28699994087219,2.30699992179871,2.34100008010864,2.34100008010864,3.74499988555908,3.68600010871887,3.64199995994568,3.60400009155273,4.65000009536743
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Canada,CAN,6.76000022888184,6.32000017166138,6.03999996185303,6.1399998664856,8.34000015258789,8.0600004196167,7.51000022888184,7.28999996185303,7.07000017166138,6.90999984741211,6.90999984741211,7,6.34000015258789,5.82999992370605,5.65999984741211,9.46000003814697
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mexico,MEX,3.55999994277954,3.5699999332428,3.63000011444092,3.86999988555908,5.3600001335144,5.30000019073486,5.17000007629395,4.8899998664856,4.90999984741211,4.80999994277954,4.30999994277954,3.85999989509583,3.42000007629395,3.27999997138977,3.48000001907349,4.44999980926514
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,United States,USA,5.07999992370605,4.61999988555908,4.61999988555908,5.78000020980835,9.25,9.63000011444092,8.94999980926514,8.06999969482422,7.36999988555908,6.17000007629395,5.28000020980835,4.86999988555908,4.3600001335144,3.90000009536743,3.67000007629395,8.05000019073486
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Vietnam,VNM,2.09500002861023,2.08699989318848,2.02999997138977,1.92700004577637,1.74000000953674,1.11000001430511,1,1.02999997138977,1.32000005245209,1.25999999046326,1.85000002384186,1.85000002384186,1.87000000476837,1.1599999666214,2.03999996185303,2.39000010490417
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,India,IND,5.61299991607666,5.60099983215332,5.57200002670288,5.41400003433228,5.54400014877319,5.5460000038147,5.42600011825562,5.41400003433228,5.42399978637695,5.43599987030029,5.43499994277954,5.4229998588562,5.35799980163574,5.32999992370605,5.26999998092651,7.99700021743774
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,China,CHN,4.51999998092651,4.42999982833862,4.34999990463257,4.59000015258789,4.71999979019165,4.53000020980835,4.55000019073486,4.57000017166138,4.59000015258789,4.6100001335144,4.63000011444092,4.53000020980835,4.44000005722046,4.28000020980835,4.51999998092651,5
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,South Africa,ZAF,29.1200008392334,28.3400001525879,26.5400009155273,22.4099998474121,23.5200004577637,24.6800003051758,24.6399993896484,24.7299995422363,24.5599994659424,24.8899993896484,25.1499996185303,26.5400009155273,27.0400009155273,26.9099998474121,28.4699993133545,29.2199993133545
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mozambique,MOZ,3.01500010490417,3.03900003433228,3.08500003814697,3.12899994850159,3.17499995231628,3.21700000762939,3.25500011444092,3.29800009727478,3.34200000762939,3.38299989700317,3.4300000667572,3.44700002670288,3.45099997520447,3.45600008964539,3.46600008010864,3.80999994277954
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Liberia,LBR,2.18600010871887,2.19899988174438,2.21300005912781,2.23300004005432,2.25300002098084,2.26999998092651,2.21799993515015,2.17000007629395,2.11899995803833,2.07999992370605,2.07999992370605,3.07999992370605,3.04900002479553,3.02999997138977,3.01500010490417,3.98000001907349
"Population, total",SP.POP.TOTL,Canada,CAN,32243753,32571174,32889025,33247118,33628895,34004889,34339328,34714222,35082954,35437435,35702908,36109487,36545295,37065178,37593384,38005238
"Population, total",SP.POP.TOTL,Mexico,MEX,106005199,107560155,109170503,110815272,112463886,114092961,115695468,117274156,118827158,120355137,121858251,123333379,124777326,126190782,127575529,128932753
"Population, total",SP.POP.TOTL,United States,USA,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,329484123
"Population, total",SP.POP.TOTL,Vietnam,VNM,83832662,84617545,85419588,86243424,87092250,87967655,88871384,89801926,90752593,91713850,92677082,93640435,94600643,95545959,96462108,97338583
"Population, total",SP.POP.TOTL,India,IND,1147609924,1165486291,1183209471,1200669762,1217726217,1234281163,1250287939,1265780243,1280842119,1295600768,1310152392,1324517250,1338676779,1352642283,1366417756,1380004385
"Population, total",SP.POP.TOTL,China,CHN,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1345035000,1354190000,1363240000,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000,1410929362
"Population, total",SP.POP.TOTL,South Africa,ZAF,47880595,48489464,49119766,49779472,50477013,51216967,52003759,52832659,53687125,54544184,55386369,56207649,57009751,57792520,58558267,59308690
"Population, total",SP.POP.TOTL,Mozambique,MOZ,20493927,21080108,21673319,22276596,22894718,23531567,24187500,24862673,25560752,26286192,27042001,27829930,28649007,29496009,30366043,31255435
"Population, total",SP.POP.TOTL,Liberia,LBR,3218114,3329211,3461911,3607863,3754129,3891357,4017446,4135662,4248337,4359508,4472229,4586788,4702224,4818976,4937374,5057677
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Canada,CAN,49.5749559457402,49.5849094111152,49.5955442314709,49.6051789871856,49.6115891104787,49.6135156455953,49.6102626248308,49.6029082615499,49.5941910445317,49.5876945760216,49.5858734424177,49.5894339715573,49.5974378371218,49.6084700456847,49.6204836658101,49.6319751942105
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Mexico,MEX,48.9002874283553,48.8919870002047,48.8973445510277,48.9104561327973,48.9232027781789,48.9300860550021,48.9296814979823,48.9240988440795,48.9158092967266,48.9084516600235,48.9045021662095,48.9043270273168,48.9067244476773,48.9107191680609,48.9148612505459,48.9181255596086
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,United States,USA,49.3461979870208,49.3561035441091,49.3632152857991,49.3692898976415,49.3766518629731,49.3868109471367,49.4003966204291,49.4165950723734,49.4337037143922,49.4493265271429,49.4617788315964,49.4706871974314,49.4766177256456,49.4799853460876,49.4815127922008,49.4817843556399
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Vietnam,VNM,49.5409867815005,49.5699467527686,49.6079739930378,49.6508603368994,49.6929106780454,49.7300581674026,49.7608892869273,49.786411039781,49.8080093424989,49.8279605533952,49.8477779004738,49.8676367746476,49.8865689528136,49.9035903758107,49.9173748100135,49.9270202032836
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,India,IND,52.0257101750194,52.0286235610471,52.0304760136593,52.0310415712793,52.0300513493831,52.0273824352288,52.0229438924468,52.016955916415,52.0099746188937,52.0027300570418,51.9957324170576,51.9891067481379,51.9827140439253,51.9764603573316,51.9701657038479,51.9636732893425
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,China,CHN,51.3599362200883,51.3691281121164,51.377163271241,51.3834737172118,51.3874545564464,51.3887032248619,51.3869382004233,51.3822668996053,51.3751833231052,51.366417364528,51.3565128422258,51.3456203957543,51.3336518187138,51.3206260427305,51.3065020270854,51.2912628371551
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,South Africa,ZAF,49.304857218253,49.3099366905767,49.3159719042635,49.3227851030642,49.3302941677631,49.3381441349309,49.3464943563022,49.3546898708997,49.3606558369441,49.3619081367135,49.35691668107,49.3450864667903,49.3274159362668,49.3058496151405,49.2830534073011,49.2609295534938
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Mozambique,MOZ,48.0532891524401,48.0945116599972,48.1326279560597,48.1685666876573,48.2035812801887,48.2385767169692,48.2734511627907,48.3079313314381,48.3425487638235,48.3777338307504,48.413717609137,48.4505746151715,48.4878795275522,48.5248088987225,48.5603310250203,48.5939005488165
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Liberia,LBR,49.9980423316265,50.0168958951535,50.0312977427785,50.0432250337665,50.0553124306597,50.0698085526463,50.0868960030826,50.1057146352869,50.1260610916695,50.1470808173766,50.1682717946688,50.1894353957497,50.2107513380902,50.2317089771769,50.2517330062499,50.270885230512
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Canada,CAN,50.4250440542598,50.4150905888848,50.4044557685291,50.3948210128144,50.3884108895213,50.3864843544046,50.3897373751692,50.3970917384501,50.4058089554683,50.4123054239784,50.4141265575823,50.4105660284427,50.4025621628782,50.3915299543153,50.3795163341899,50.3680248057894
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Mexico,MEX,51.0997125716447,51.1080129997953,51.1026554489723,51.0895438672027,51.0767972218211,51.0699139449979,51.0703185020177,51.0759011559205,51.0841907032734,51.0915483399765,51.0954978337905,51.0956729726833,51.0932755523227,51.0892808319391,51.0851387494541,51.0818744403914
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,United States,USA,50.6538020129792,50.6438964558909,50.6367847142009,50.6307101023585,50.6233481370269,50.6131890528633,50.5996033795709,50.5834049276266,50.5662962856078,50.5506734728571,50.5382211684035,50.5293128025686,50.5233822743544,50.5200146539124,50.5184872077992,50.5182156443601
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Vietnam,VNM,50.4590132184995,50.4300532472314,50.3920260069622,50.3491396631006,50.3070893219546,50.2699418325974,50.2391107130727,50.213588960219,50.1919906575011,50.1720394466048,50.1522220995262,50.1323632253524,50.1134310471864,50.0964096241893,50.0826251899865,50.0729797967164
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,India,IND,47.9742898249806,47.9713764389529,47.9695239863407,47.9689584287207,47.9699486506169,47.9726175647712,47.9770561075532,47.9830440835851,47.9900253811063,47.9972699429582,48.0042675829424,48.0108932518621,48.0172859560747,48.0235396426684,48.0298342961521,48.0363267106575
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,China,CHN,48.6400637799117,48.6308718878836,48.622836728759,48.6165262827882,48.6125454435536,48.6112967751381,48.6130617995767,48.6177331003947,48.6248166768948,48.633582635472,48.6434871577742,48.6543796042457,48.6663481812862,48.6793739572695,48.6934979729146,48.7087371628449
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,South Africa,ZAF,50.695142781747,50.6900633094233,50.6840280957364,50.6772148969358,50.6697058322369,50.6618558650691,50.6535056436978,50.6453101291003,50.6393441630559,50.6380918632865,50.64308331893,50.6549135332097,50.6725840637332,50.6941503848595,50.7169465926989,50.7390704465062
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Mozambique,MOZ,51.9467108475599,51.9054883400028,51.8673720439403,51.8314333123427,51.7964187198113,51.7614232830308,51.7265488372093,51.6920686685619,51.6574512361765,51.6222661692496,51.586282390863,51.5494253848285,51.5121204724478,51.4751911012775,51.4396689749797,51.4060994511835
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Liberia,LBR,50.0019576683735,49.9831041048465,49.9687022572215,49.9567749662335,49.9446875693403,49.9301914473537,49.9131039969174,49.8942853647131,49.8739389083305,49.8529191826234,49.8317282053312,49.8105646042503,49.7892486619098,49.7682910228231,49.7482669937501,49.729114769488
Population growth (annual %),SP.POP.GROW,Canada,CAN,0.944466927450734,1.01033450270045,0.971135141368055,1.08290711607014,1.14175809912162,1.11186407517168,0.978697786570341,1.08581726304756,1.05659125917789,1.00533757867378,0.746339477969813,1.13234865466606,1.19968215419992,1.412548033188,1.41501469953534,1.08959148655862
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.4158169793862,1.4562132376675,1.48606353186843,1.49536909755127,1.47675580253545,1.43814066910139,1.39478996981758,1.35529442643505,1.31555760676608,1.27768636604222,1.24116450246976,1.20325950587092,1.16396694963579,1.12641479134149,1.09136688717461,1.05824003448927
Population growth (annual %),SP.POP.GROW,United States,USA,0.921713167161207,0.964253917136075,0.951055242772428,0.945865287282592,0.876651298802912,0.829616674709795,0.726786704810745,0.733599941250847,0.692860276624581,0.733361519937424,0.73621730882542,0.724676067451429,0.63264399508256,0.526435395564053,0.455381285963537,0.350911063312921
Population growth (annual %),SP.POP.GROW,Vietnam,VNM,0.922551593967954,0.931893992984162,0.943380935810225,0.959836735124864,0.979409218714375,1.00012883807904,1.02210108439886,1.04162218011767,1.05306229998885,1.05363581050321,1.04478105455123,1.03410736725231,1.02019850123199,0.994310472332801,0.954289022188918,0.904517905712374
Population growth (annual %),SP.POP.GROW,India,IND,1.57970914338086,1.5456964390645,1.50922198555755,1.46488991482359,1.41058271379931,1.35033831370532,1.28851296178524,1.23148489388617,1.18290421490412,1.14567340150608,1.11689591278599,1.09045932094686,1.06335942989132,1.03782784787162,1.01326124930492,0.989413800188014
Population growth (annual %),SP.POP.GROW,China,CHN,0.588124989556992,0.558374367373002,0.522271866392275,0.51238693163744,0.497381400884935,0.482959688678361,0.546457594880274,0.678345458846803,0.666072977690069,0.630326389541893,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827,0.225947587112011
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,1.23774061841899,1.26362297174921,1.29149827532559,1.3341170229958,1.39153543190923,1.45528193348191,1.52451405625199,1.58135367305518,1.60436736931238,1.58378739591921,1.53224277341692,1.47193342939738,1.41694725378631,1.36370321600461,1.31629200967216,1.27335626330668
Population growth (annual %),SP.POP.GROW,Mozambique,MOZ,2.88789065737085,2.82012486466652,2.77521178727612,2.74546557493392,2.73696083116029,2.74365674235719,2.74931744330296,2.7531631636369,2.76904476204422,2.79857322547603,2.83474676145066,2.87208103472672,2.90067226108777,2.91361831836918,2.90700114585105,2.88683035436546
Population growth (annual %),SP.POP.GROW,Liberia,LBR,2.59577089044564,3.39398653084424,3.90854097587244,4.12948815641383,3.97406706153879,3.59016390667023,3.18884373580466,2.90010350523034,2.68801998464313,2.58315947137196,2.55277350982765,2.52930549204178,2.48555913100141,2.45258690738409,2.4272153554856,2.40736760615038
Rural population,SP.RUR.TOTL,Canada,CAN,6409413,6444858,6447564,6457255,6470872,6482352,6491507,6548144,6603314,6655859,6691082,6752474,6815698,6890046,6961543,7007406
Rural population,SP.RUR.TOTL,Mexico,MEX,25114752,25151867,25196552,25241503,25281882,25311523,25324581,25325354,25311373,25283004,25242937,25188376,25121419,25041299,24948670,24844052
Rural population,SP.RUR.TOTL,United States,USA,59316092,59380586,59435929,59486862,59495270,59477423,59375348,59263241,59106371,58955597,58788250,58598755,58333412,57994170,57592357,57119368
Rural population,SP.RUR.TOTL,Vietnam,VNM,60962273,61019404,61071589,61122439,61171855,61210533,61250158,61288018,61322435,61342809,61343887,61325121,61288919,61226806,61129967,60992356
Rural population,SP.RUR.TOTL,India,IND,812106163,820863650,829358847,837515186,845260299,852517999,859247883,865363321,870934216,876033415,880723742,885015936,888881381,892338114,895386227,898024053
Rural population,SP.RUR.TOTL,China,CHN,749352182,735901746,722214159,708173810,693852712,679206337,665644371,653193546,640545579,627502483,614037700,600413466,586968786,572999405,558762145,544223674
Rural population,SP.RUR.TOTL,South Africa,ZAF,19374404,19358449,19345329,19337334,19339258,19350794,19373480,19404379,19438497,19465728,19480494,19481009,19468830,19444293,19408552,19361915
Rural population,SP.RUR.TOTL,Mozambique,MOZ,14345954,14717710,15092432,15408276,15722261,16041469,16366230,16696279,17033685,17380956,17739553,18110049,18491502,18880985,19273935,19667795
Rural population,SP.RUR.TOTL,Liberia,LBR,1736140,1784590,1843745,1908992,1972982,2030782,2081318,2126433,2167289,2206042,2244165,2281744,2318337,2354022,2388948,2423184
Urban population,SP.URB.TOTL,Canada,CAN,25834340,26126316,26441461,26789863,27158023,27522537,27847821,28166078,28479640,28781576,29011826,29357013,29729597,30175132,30631841,30997832
Urban population,SP.URB.TOTL,Mexico,MEX,80890447,82408288,83973951,85573769,87182004,88781438,90370887,91948802,93515785,95072133,96615314,98145003,99655907,101149483,102626859,104088701
Urban population,SP.URB.TOTL,United States,USA,236200507,238999326,241795278,244607104,247276259,249849720,252208133,254614421,256953576,259430732,261950744,264473000,266788716,268844029,270737596,272364755
Urban population,SP.URB.TOTL,Vietnam,VNM,22870389,23598141,24347999,25120985,25920395,26757122,27621226,28513908,29430158,30371041,31333195,32315314,33311724,34319153,35332141,36346227
Urban population,SP.URB.TOTL,India,IND,335503761,344622641,353850624,363154576,372465918,381763164,391040056,400416922,409907903,419567353,429428650,439501314,449795398,460304169,471031529,481980332
Urban population,SP.URB.TOTL,China,CHN,554367818,575118254,595670841,616481190,637407288,658498663,679390629,700996454,722694421,744357517,765822300,787376534,809246214,829760595,848982855,866705688
Urban population,SP.URB.TOTL,South Africa,ZAF,28506191,29131015,29774437,30442138,31137755,31866173,32630279,33428280,34248628,35078456,35905875,36726640,37540921,38348227,39149715,39946775
Urban population,SP.URB.TOTL,Mozambique,MOZ,6147973,6362398,6580887,6868320,7172457,7490098,7821270,8166394,8527067,8905236,9302448,9719881,10157505,10615024,11092108,11587640
Urban population,SP.URB.TOTL,Liberia,LBR,1481974,1544621,1618166,1698871,1781147,1860575,1936128,2009229,2081048,2153466,2228064,2305044,2383887,2464954,2548426,2634493
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Canada,CAN,10.6,10.9,11.2,11.3,11.3,11.1,11,11,10.8,10.8,10.7,10.6,10.3,10.1,9.9,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Mexico,MEX,21.741,21.343,20.973,20.635,20.327,20.042,19.766,19.488,19.198,18.892,18.573,18.245,17.918,17.602,17.297,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,United States,USA,14,14.3,14.3,14,13.5,13,12.7,12.6,12.4,12.5,12.4,12.2,11.8,11.6,11.4,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Vietnam,VNM,16.805,16.903,17.017,17.129,17.221,17.282,17.316,17.331,17.333,17.315,17.259,17.15,16.979,16.745,16.454,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,India,IND,24.087,23.564,22.996,22.39,21.755,21.114,20.495,19.923,19.416,18.984,18.625,18.332,18.083,17.857,17.644,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,China,CHN,12.4,12.09,12.1,12.14,12.13,11.9,11.93,12.1,12.08,12.37,12.07,12.95,12.43,10.94,10.5,..
